date,dealer_id,parts_loyalty,auto_replenishment,maintenance_penetration,bulk_oil_penetration,express_lane_ros,service_lane_utilization,time_in_bay_maint_min,time_in_bay_adv_min,total_wait_min,retention_rate,compliance_score
2025-07-28,D442,0.564,0.382,0.357,0.448,147,0.581,31.6,66.2,79.1,0.557,0.658
2025-08-04,D442,0.473,0.583,0.364,0.42,148,0.55,32.4,67.5,84.4,0.575,0.766
2025-08-11,D442,0.476,0.495,0.343,0.477,161,0.569,34.8,70.1,80.6,0.558,0.733
2025-08-18,D442,0.552,0.539,0.317,0.475,133,0.586,31.2,71.8,74.3,0.566,0.658
2025-08-25,D442,0.59,0.508,0.413,0.396,162,0.609,31.4,74.6,71.2,0.539,0.707
2025-09-01,D442,0.517,0.472,0.394,0.519,138,0.531,32.5,69.8,80.5,0.585,0.737
2025-03-10,D443,0.5,0.522,0.3,0.393,133,0.584,32.1,68.2,75.7,0.55,0.755
2025-03-17,D443,0.583,0.414,0.367,0.398,142,0.648,30.4,70.9,83.0,0.61,0.667
2025-03-24,D443,0.512,0.556,0.35,0.506,143,0.605,35.7,71.8,74.2,0.594,0.718
2025-03-31,D443,0.555,0.498,0.321,0.388,165,0.568,29.1,73.2,79.4,0.587,0.724
2025-04-07,D443,0.559,0.497,0.375,0.472,140,0.545,33.1,76.4,76.0,0.483,0.668
2025-04-14,D443,0.591,0.575,0.36,0.389,115,0.558,30.9,71.9,75.1,0.555,0.78
2025-04-21,D443,0.56,0.49,0.416,0.508,144,0.532,28.7,77.6,64.1,0.543,0.742
2025-04-28,D443,0.58,0.45,0.349,0.512,147,0.698,35.4,76.9,76.1,0.559,0.743
2025-05-05,D443,0.461,0.435,0.385,0.501,157,0.714,33.6,70.1,82.0,0.584,0.739
2025-05-12,D443,0.569,0.481,0.275,0.431,146,0.596,33.1,71.7,83.8,0.557,0.72
2025-05-19,D443,0.526,0.527,0.328,0.391,167,0.634,35.3,78.0,76.1,0.534,0.667
2025-05-26,D443,0.522,0.479,0.42,0.483,150,0.626,30.9,72.8,70.5,0.581,0.701
2025-06-02,D443,0.547,0.499,0.398,0.43,117,0.653,35.4,74.4,76.7,0.514,0.664
2025-06-09,D443,0.583,0.51,0.372,0.47,111,0.603,30.6,66.9,74.8,0.581,0.682
2025-06-16,D443,0.578,0.477,0.426,0.53,150,0.636,36.4,68.6,72.5,0.581,0.714
2025-06-23,D443,0.537,0.537,0.36,0.484,135,0.669,28.5,68.7,75.7,0.609,0.727
2025-06-30,D443,0.508,0.482,0.403,0.47,115,0.65,37.7,71.6,76.6,0.53,0.69
2025-07-07,D443,0.555,0.419,0.347,0.438,171,0.631,33.9,71.9,79.3,0.584,0.714
2025-07-14,D443,0.57,0.493,0.362,0.488,146,0.634,31.9,78.1,76.3,0.608,0.759
2025-07-21,D443,0.593,0.461,0.291,0.469,132,0.564,35.6,70.4,75.6,0.512,0.742
2025-07-28,D443,0.636,0.509,0.402,0.397,133,0.565,34.9,79.5,79.8,0.601,0.716
2025-08-04,D443,0.582,0.577,0.392,0.43,132,0.621,33.7,72.5,71.5,0.592,0.799
2025-08-11,D443,0.48,0.473,0.322,0.508,151,0.593,30.2,76.5,76.6,0.621,0.755
2025-08-18,D443,0.548,0.451,0.35,0.469,128,0.585,35.5,72.3,84.9,0.59,0.768
2025-08-25,D443,0.547,0.52,0.352,0.494,153,0.524,33.3,74.5,86.0,0.529,0.726
2025-09-01,D443,0.541,0.527,0.408,0.527,143,0.641,30.9,74.6,76.8,0.579,0.706
2025-03-10,D444,0.573,0.395,0.302,0.522,125,0.6,31.8,73.0,84.8,0.588,0.747
2025-03-17,D444,0.591,0.427,0.278,0.448,138,0.659,32.4,72.3,74.4,0.541,0.764
2025-03-24,D444,0.551,0.545,0.414,0.391,145,0.722,38.5,67.9,80.3,0.514,0.722
2025-03-31,D444,0.487,0.52,0.364,0.432,158,0.719,34.9,68.8,84.1,0.553,0.639
2025-04-07,D444,0.5,0.546,0.287,0.451,148,0.581,31.8,72.5,75.8,0.516,0.672
2025-04-14,D444,0.522,0.493,0.34,0.412,131,0.66,35.8,74.8,77.5,0.52,0.703
2025-04-21,D444,0.53,0.417,0.342,0.456,146,0.573,35.6,68.5,79.4,0.57,0.698
2025-04-28,D444,0.659,0.449,0.294,0.472,152,0.572,33.4,63.4,80.4,0.554,0.67
2025-05-05,D444,0.571,0.512,0.368,0.474,152,0.553,34.4,77.0,74.8,0.556,0.737
2025-05-12,D444,0.54,0.445,0.269,0.49,126,0.612,31.3,77.8,73.3,0.584,0.701
2025-05-19,D444,0.567,0.498,0.313,0.492,156,0.559,28.8,66.7,86.3,0.574,0.765
2025-05-26,D444,0.526,0.463,0.33,0.5,138,0.638,33.1,70.9,69.6,0.583,0.703
2025-06-02,D444,0.546,0.51,0.397,0.405,152,0.679,31.6,75.7,76.9,0.533,0.68
2025-06-09,D444,0.595,0.531,0.328,0.388,140,0.64,37.4,75.1,79.9,0.568,0.746
2025-06-16,D444,0.57,0.469,0.329,0.406,124,0.548,30.2,76.8,76.9,0.566,0.76
2025-06-23,D444,0.548,0.536,0.368,0.517,144,0.566,37.2,71.0,81.3,0.539,0.7
2025-06-30,D444,0.568,0.548,0.337,0.383,138,0.592,29.1,77.1,75.5,0.551,0.729
2025-07-07,D444,0.56,0.468,0.32,0.469,163,0.575,35.0,71.1,73.1,0.559,0.714
2025-07-14,D444,0.555,0.455,0.343,0.452,133,0.7,35.0,77.9,86.2,0.586,0.734
2025-07-21,D444,0.538,0.435,0.363,0.399,149,0.553,31.2,71.6,85.2,0.57,0.702
2025-07-28,D444,0.551,0.542,0.337,0.424,165,0.474,37.2,76.6,81.1,0.591,0.76
2025-08-04,D444,0.54,0.542,0.303,0.46,150,0.599,37.9,70.1,79.4,0.565,0.754
2025-08-11,D444,0.477,0.561,0.339,0.464,110,0.553,35.7,72.9,88.3,0.551,0.803
2025-08-18,D444,0.53,0.45,0.327,0.44,173,0.616,33.1,73.1,77.0,0.534,0.711
2025-08-25,D444,0.515,0.451,0.379,0.365,140,0.605,29.4,78.1,79.0,0.544,0.708
2025-09-01,D444,0.493,0.464,0.312,0.414,150,0.608,33.5,70.7,65.8,0.543,0.737
2025-03-10,D445,0.534,0.403,0.379,0.469,139,0.646,32.5,74.0,76.5,0.531,0.702
2025-03-17,D445,0.61,0.431,0.287,0.487,172,0.617,39.5,69.0,75.6,0.512,0.723
2025-03-24,D445,0.509,0.494,0.305,0.458,127,0.597,34.7,70.3,81.0,0.565,0.764
2025-03-31,D445,0.567,0.447,0.404,0.445,129,0.586,40.6,81.7,83.5,0.557,0.702
2025-04-07,D445,0.59,0.479,0.397,0.486,140,0.505,37.1,74.4,87.1,0.536,0.608
2025-04-14,D445,0.506,0.478,0.344,0.427,155,0.56,31.2,77.2,73.6,0.5,0.673
2025-04-21,D445,0.496,0.564,0.358,0.423,121,0.608,35.1,73.1,78.1,0.565,0.672
2025-04-28,D445,0.572,0.587,0.452,0.529,141,0.573,31.2,71.8,80.8,0.556,0.737
2025-05-05,D445,0.536,0.394,0.39,0.485,145,0.633,34.0,74.2,77.8,0.565,0.708
2025-05-12,D445,0.562,0.496,0.23,0.455,151,0.702,40.9,66.0,71.8,0.619,0.686
2025-05-19,D445,0.565,0.578,0.325,0.356,144,0.614,36.4,71.1,69.9,0.567,0.75
2025-05-26,D445,0.553,0.556,0.363,0.443,160,0.56,29.3,71.0,77.2,0.529,0.73
2025-06-02,D445,0.477,0.472,0.342,0.432,154,0.622,35.8,73.8,72.9,0.55,0.647
2025-06-09,D445,0.575,0.54,0.332,0.446,166,0.604,31.4,72.0,77.2,0.522,0.708
2025-06-16,D445,0.541,0.447,0.394,0.328,158,0.648,33.3,69.8,82.3,0.623,0.709
2025-06-23,D445,0.55,0.587,0.361,0.447,137,0.641,30.8,69.9,75.4,0.515,0.716
2025-06-30,D445,0.534,0.513,0.392,0.45,151,0.595,28.8,66.9,81.3,0.571,0.81
2025-07-07,D445,0.618,0.608,0.364,0.45,130,0.679,30.7,72.6,79.2,0.562,0.753
2025-07-14,D445,0.524,0.55,0.284,0.453,137,0.62,33.4,75.2,75.6,0.581,0.708
2025-07-21,D445,0.537,0.486,0.4,0.412,141,0.618,41.0,68.3,81.0,0.595,0.749
2025-07-28,D445,0.514,0.473,0.353,0.512,155,0.623,33.8,77.8,83.1,0.531,0.728
2025-08-04,D445,0.608,0.47,0.291,0.481,141,0.572,34.6,65.8,79.5,0.574,0.735
2025-08-11,D445,0.558,0.503,0.333,0.46,148,0.606,37.5,65.9,73.7,0.576,0.762
2025-08-18,D445,0.521,0.404,0.422,0.472,137,0.577,32.2,78.8,76.3,0.624,0.781
2025-08-25,D445,0.548,0.497,0.318,0.429,138,0.546,35.6,75.5,82.6,0.586,0.747
2025-09-01,D445,0.519,0.458,0.354,0.462,138,0.686,31.0,65.7,75.1,0.503,0.762
2025-03-10,D446,0.6,0.582,0.432,0.634,206,0.75,29.7,63.0,69.4,0.67,0.774
2025-03-17,D446,0.7,0.611,0.423,0.558,186,0.674,28.0,66.6,77.4,0.666,0.817
2025-03-24,D446,0.732,0.647,0.464,0.581,176,0.789,30.8,66.7,76.0,0.666,0.879
2025-03-31,D446,0.635,0.628,0.498,0.567,165,0.781,31.0,64.4,76.1,0.65,0.849
2025-04-07,D446,0.628,0.541,0.465,0.57,181,0.722,26.0,64.8,75.0,0.619,0.754
2025-04-14,D446,0.634,0.55,0.451,0.565,149,0.639,24.6,60.7,72.4,0.633,0.789
2025-04-21,D446,0.634,0.604,0.436,0.625,166,0.686,25.4,61.3,68.1,0.644,0.851
2025-04-28,D446,0.673,0.66,0.467,0.593,137,0.616,29.1,63.3,68.4,0.613,0.79
2025-05-05,D446,0.657,0.576,0.46,0.657,181,0.656,32.6,72.3,79.3,0.649,0.859
2025-05-12,D446,0.72,0.539,0.445,0.599,167,0.726,27.7,69.6,77.1,0.63,0.805
2025-05-19,D446,0.633,0.68,0.388,0.563,177,0.776,27.8,66.8,74.9,0.61,0.79
2025-05-26,D446,0.617,0.652,0.431,0.612,155,0.671,26.3,65.4,66.7,0.641,0.712
2025-06-02,D446,0.606,0.679,0.407,0.582,173,0.633,29.3,68.2,80.4,0.673,0.799
2025-06-09,D446,0.657,0.637,0.447,0.598,217,0.688,30.1,70.1,66.4,0.621,0.75
2025-06-16,D446,0.629,0.69,0.425,0.588,146,0.772,26.3,69.5,74.4,0.653,0.85
2025-06-23,D446,0.729,0.708,0.481,0.662,182,0.663,32.0,67.5,64.7,0.645,0.785
2025-06-30,D446,0.664,0.704,0.356,0.596,200,0.723,30.7,66.0,68.9,0.602,0.86
2025-07-07,D446,0.67,0.711,0.438,0.611,161,0.74,33.1,68.2,76.0,0.641,0.847
2025-07-14,D446,0.601,0.611,0.425,0.566,204,0.737,29.8,62.6,66.0,0.649,0.791
2025-07-21,D446,0.631,0.607,0.49,0.579,200,0.665,31.0,60.7,73.1,0.659,0.836
2025-07-28,D446,0.582,0.685,0.491,0.55,191,0.751,29.7,64.0,70.7,0.624,0.897
2025-08-04,D446,0.658,0.669,0.376,0.596,158,0.681,25.2,67.1,85.3,0.65,0.803
2025-08-11,D446,0.655,0.622,0.496,0.583,178,0.705,29.8,60.8,77.0,0.672,0.866
2025-08-18,D446,0.66,0.669,0.448,0.551,171,0.736,29.8,65.0,73.3,0.701,0.909
2025-08-25,D446,0.688,0.657,0.426,0.671,180,0.677,36.0,69.8,62.9,0.616,0.863
2025-09-01,D446,0.675,0.636,0.434,0.58,163,0.705,32.9,67.7,71.1,0.632,0.764
2025-03-10,D447,0.611,0.624,0.423,0.557,166,0.574,26.5,67.8,67.9,0.631,0.828
2025-03-17,D447,0.664,0.662,0.33,0.574,181,0.701,30.9,75.3,69.5,0.578,0.863
2025-03-24,D447,0.624,0.662,0.499,0.591,190,0.651,26.9,65.2,75.2,0.622,0.736
2025-03-31,D447,0.571,0.714,0.523,0.562,207,0.65,33.0,70.2,71.2,0.629,0.843
2025-04-07,D447,0.641,0.661,0.467,0.524,173,0.665,31.6,70.0,78.1,0.561,0.764
2025-04-14,D447,0.708,0.655,0.488,0.64,152,0.677,31.3,59.6,78.6,0.642,0.874
2025-04-21,D447,0.681,0.58,0.434,0.582,159,0.61,28.4,65.8,66.1,0.651,0.834
2025-04-28,D447,0.669,0.592,0.462,0.618,194,0.661,34.9,64.8,76.2,0.677,0.791
2025-05-05,D447,0.686,0.609,0.454,0.63,169,0.688,28.7,64.0,72.2,0.628,0.803
2025-05-12,D447,0.708,0.597,0.461,0.65,133,0.684,32.6,73.2,71.4,0.682,0.879
2025-05-19,D447,0.662,0.702,0.412,0.535,150,0.678,29.5,65.1,70.1,0.606,0.872
2025-05-26,D447,0.642,0.694,0.476,0.711,170,0.558,31.0,68.2,71.3,0.643,0.815
2025-06-02,D447,0.64,0.689,0.45,0.588,180,0.74,28.6,64.4,78.2,0.674,0.873
2025-06-09,D447,0.567,0.639,0.426,0.585,186,0.734,28.5,64.1,71.4,0.671,0.905
2025-06-16,D447,0.588,0.645,0.375,0.642,191,0.774,25.2,69.0,77.1,0.67,0.774
2025-06-23,D447,0.676,0.665,0.465,0.681,199,0.745,32.6,69.8,74.1,0.66,0.782
2025-06-30,D447,0.599,0.677,0.472,0.592,158,0.75,30.0,80.0,71.9,0.608,0.811
2025-07-07,D447,0.692,0.597,0.433,0.58,190,0.686,28.3,68.5,68.3,0.622,0.772
2025-07-14,D447,0.624,0.708,0.467,0.618,154,0.769,30.8,66.3,69.2,0.606,0.816
2025-07-21,D447,0.727,0.694,0.456,0.569,195,0.695,34.2,63.0,70.1,0.636,0.839
2025-07-28,D447,0.632,0.657,0.43,0.557,208,0.694,32.4,65.7,76.4,0.656,0.796
2025-08-04,D447,0.659,0.686,0.392,0.636,203,0.657,30.6,66.1,78.9,0.627,0.9
2025-08-11,D447,0.676,0.59,0.471,0.597,214,0.785,26.5,63.2,75.1,0.632,0.771
2025-08-18,D447,0.612,0.633,0.445,0.56,186,0.686,30.3,68.0,70.5,0.667,0.736
2025-08-25,D447,0.62,0.65,0.498,0.64,166,0.647,29.7,68.0,73.2,0.616,0.914
2025-09-01,D447,0.678,0.687,0.472,0.647,222,0.749,26.4,60.6,72.3,0.622,0.846
2025-03-10,D448,0.366,0.375,0.257,0.202,66,0.36,44.2,84.5,95.4,0.403,0.614
2025-03-17,D448,0.431,0.294,0.181,0.286,89,0.345,41.6,84.2,89.8,0.439,0.497
2025-03-24,D448,0.43,0.305,0.196,0.226,98,0.349,44.4,93.8,90.4,0.487,0.558
2025-03-31,D448,0.345,0.314,0.234,0.277,97,0.357,44.8,82.2,89.7,0.474,0.542
2025-04-07,D448,0.444,0.305,0.255,0.199,83,0.394,40.9,89.5,91.6,0.483,0.573
2025-04-14,D448,0.418,0.272,0.227,0.326,77,0.398,44.5,87.4,93.5,0.452,0.536
2025-04-21,D448,0.446,0.247,0.225,0.219,72,0.494,43.9,86.3,98.0,0.429,0.467
2025-04-28,D448,0.459,0.337,0.276,0.278,64,0.388,41.3,89.7,95.4,0.456,0.561
2025-05-05,D448,0.409,0.249,0.182,0.332,93,0.401,46.4,76.2,89.1,0.487,0.6
2025-05-12,D448,0.402,0.374,0.242,0.335,61,0.436,47.3,85.2,84.2,0.448,0.564
2025-05-19,D448,0.385,0.238,0.227,0.276,81,0.499,36.8,84.5,99.2,0.494,0.613
2025-05-26,D448,0.383,0.272,0.245,0.324,73,0.443,40.6,85.3,97.0,0.5,0.558
2025-06-02,D448,0.373,0.195,0.34,0.273,94,0.423,41.7,80.2,102.9,0.492,0.551
2025-06-09,D448,0.336,0.364,0.257,0.357,90,0.357,41.1,86.6,97.9,0.412,0.593
2025-06-16,D448,0.317,0.22,0.224,0.244,84,0.394,41.0,86.3,100.6,0.491,0.57
2025-06-23,D448,0.366,0.322,0.237,0.238,77,0.404,39.8,84.2,94.3,0.501,0.545
2025-06-30,D448,0.403,0.305,0.239,0.314,78,0.329,45.0,85.6,86.0,0.442,0.478
2025-07-07,D448,0.409,0.263,0.226,0.297,87,0.401,42.5,86.8,91.8,0.43,0.56
2025-07-14,D448,0.409,0.252,0.235,0.24,66,0.38,44.0,87.5,92.3,0.469,0.52
2025-07-21,D448,0.419,0.286,0.203,0.296,72,0.436,43.5,87.1,93.2,0.49,0.517
2025-07-28,D448,0.401,0.326,0.195,0.211,79,0.434,45.1,87.0,98.0,0.456,0.571
2025-08-04,D448,0.371,0.194,0.2,0.281,80,0.444,46.5,83.6,91.9,0.474,0.626
2025-08-11,D448,0.423,0.199,0.276,0.27,87,0.424,45.7,87.8,101.2,0.476,0.481
2025-08-18,D448,0.391,0.304,0.233,0.27,74,0.455,43.8,81.3,90.6,0.465,0.5
2025-08-25,D448,0.423,0.276,0.187,0.202,97,0.327,44.2,84.1,96.2,0.424,0.551
2025-09-01,D448,0.398,0.225,0.219,0.346,74,0.409,43.6,85.1,84.1,0.438,0.567
2025-03-10,D449,0.455,0.378,0.324,0.222,97,0.475,38.5,76.5,90.6,0.499,0.643
2025-03-17,D449,0.471,0.372,0.264,0.325,116,0.408,34.7,76.8,87.1,0.499,0.579
2025-03-24,D449,0.431,0.337,0.249,0.367,87,0.448,38.3,75.0,84.2,0.481,0.629
2025-03-31,D449,0.536,0.317,0.235,0.263,83,0.507,34.7,78.6,88.9,0.474,0.577
2025-04-07,D449,0.461,0.356,0.232,0.338,87,0.434,36.3,79.5,84.9,0.477,0.502
2025-04-14,D449,0.454,0.356,0.309,0.299,83,0.336,38.0,83.2,83.1,0.501,0.592
2025-04-21,D449,0.453,0.245,0.271,0.264,90,0.475,38.4,77.6,77.7,0.407,0.566
2025-04-28,D449,0.488,0.334,0.331,0.314,92,0.489,36.9,80.8,80.4,0.425,0.601
2025-05-05,D449,0.499,0.354,0.216,0.297,100,0.477,38.4,89.1,90.7,0.44,0.682
2025-05-12,D449,0.427,0.312,0.206,0.38,90,0.468,41.4,78.4,90.9,0.454,0.541
2025-05-19,D449,0.454,0.361,0.285,0.19,84,0.458,36.7,76.1,81.7,0.451,0.586
2025-05-26,D449,0.425,0.36,0.223,0.33,84,0.405,38.3,77.2,91.3,0.448,0.682
2025-06-02,D449,0.46,0.326,0.23,0.24,80,0.425,37.8,74.5,77.0,0.478,0.63
2025-06-09,D449,0.48,0.334,0.207,0.273,81,0.417,38.8,76.3,91.2,0.423,0.61
2025-06-16,D449,0.495,0.299,0.333,0.257,107,0.439,38.2,81.1,87.8,0.459,0.586
2025-06-23,D449,0.455,0.381,0.268,0.248,89,0.525,36.1,84.4,80.9,0.437,0.642
2025-06-30,D449,0.392,0.469,0.215,0.271,87,0.424,36.9,73.6,82.8,0.482,0.585
2025-07-07,D449,0.487,0.242,0.176,0.353,100,0.431,40.1,82.7,88.3,0.466,0.513
2025-07-14,D449,0.431,0.441,0.225,0.249,100,0.378,35.1,81.2,78.6,0.444,0.551
2025-07-21,D449,0.441,0.339,0.316,0.294,82,0.358,41.8,84.9,80.6,0.478,0.703
2025-07-28,D449,0.435,0.283,0.172,0.179,91,0.423,39.3,85.0,82.4,0.493,0.558
2025-08-04,D449,0.377,0.368,0.21,0.313,98,0.48,42.2,71.4,82.4,0.464,0.639
2025-08-11,D449,0.502,0.385,0.218,0.303,89,0.441,37.5,74.3,78.9,0.501,0.662
2025-08-18,D449,0.402,0.343,0.226,0.398,96,0.493,39.4,82.1,87.5,0.507,0.66
2025-08-25,D449,0.397,0.341,0.222,0.358,106,0.427,44.6,76.3,82.6,0.459,0.613
2025-09-01,D449,0.443,0.308,0.218,0.45,82,0.376,36.5,77.8,84.6,0.464,0.559
2025-03-10,D450,0.657,0.66,0.487,0.609,150,0.726,29.9,65.7,62.4,0.694,0.775
2025-03-17,D450,0.678,0.64,0.426,0.615,215,0.69,30.1,64.4,65.6,0.643,0.831
2025-03-24,D450,0.735,0.702,0.406,0.523,144,0.743,30.5,64.1,72.0,0.646,0.785
2025-03-31,D450,0.646,0.586,0.472,0.633,204,0.756,24.2,64.2,67.1,0.678,0.83
2025-04-07,D450,0.686,0.664,0.432,0.602,197,0.697,31.2,80.0,78.1,0.654,0.876
2025-04-14,D450,0.655,0.633,0.407,0.502,183,0.592,33.1,72.7,75.2,0.625,0.84
2025-04-21,D450,0.632,0.621,0.475,0.593,165,0.55,29.2,73.3,79.8,0.594,0.761
2025-04-28,D450,0.641,0.589,0.445,0.703,205,0.702,34.2,60.5,79.5,0.647,0.868
2025-05-05,D450,0.622,0.597,0.503,0.586,193,0.723,35.2,69.4,70.1,0.676,0.847
2025-05-12,D450,0.658,0.657,0.51,0.713,126,0.558,23.8,72.2,71.7,0.609,0.813
2025-05-19,D450,0.651,0.703,0.416,0.592,159,0.673,28.4,65.8,79.6,0.651,0.825
2025-05-26,D450,0.675,0.621,0.47,0.582,164,0.736,34.9,67.9,76.1,0.673,0.763
2025-06-02,D450,0.718,0.642,0.468,0.523,191,0.689,30.7,70.9,72.3,0.626,0.841
2025-06-09,D450,0.657,0.612,0.516,0.6,190,0.707,29.3,68.1,72.5,0.627,0.772
2025-06-16,D450,0.652,0.683,0.474,0.554,164,0.733,30.6,75.2,66.3,0.642,0.747
2025-06-23,D450,0.636,0.672,0.418,0.599,172,0.737,34.9,73.4,81.2,0.629,0.802
2025-06-30,D450,0.663,0.597,0.472,0.557,199,0.654,27.5,68.2,80.6,0.595,0.853
2025-07-07,D450,0.678,0.785,0.388,0.593,174,0.65,29.5,73.4,76.0,0.575,0.773
2025-07-14,D450,0.637,0.668,0.479,0.498,184,0.618,29.3,63.9,68.6,0.575,0.799
2025-07-21,D450,0.608,0.695,0.42,0.675,177,0.708,29.7,64.0,62.9,0.64,0.883
2025-07-28,D450,0.584,0.753,0.487,0.625,205,0.735,30.6,61.1,73.8,0.652,0.88
2025-08-04,D450,0.58,0.77,0.425,0.647,152,0.671,33.4,68.0,79.8,0.629,0.812
2025-08-11,D450,0.669,0.607,0.524,0.681,174,0.668,30.6,69.9,66.6,0.638,0.871
2025-08-18,D450,0.634,0.621,0.433,0.622,160,0.699,30.2,61.8,68.6,0.634,0.839
2025-08-25,D450,0.57,0.672,0.447,0.547,187,0.675,31.3,58.4,72.6,0.663,0.796
2025-09-01,D450,0.667,0.685,0.425,0.597,162,0.735,29.3,69.5,82.8,0.613,0.77
2025-03-10,D451,0.46,0.298,0.264,0.232,74,0.402,39.1,87.0,97.9,0.465,0.6
2025-03-17,D451,0.413,0.321,0.193,0.204,63,0.408,40.4,84.4,96.3,0.424,0.611
2025-03-24,D451,0.406,0.375,0.164,0.193,101,0.357,42.6,87.7,95.1,0.508,0.563
2025-03-31,D451,0.413,0.289,0.194,0.211,92,0.433,41.1,86.6,91.0,0.428,0.562
2025-04-07,D451,0.458,0.374,0.167,0.158,79,0.402,35.2,87.2,96.5,0.44,0.517
2025-04-14,D451,0.39,0.326,0.147,0.203,48,0.433,48.9,86.2,101.2,0.43,0.607
2025-04-21,D451,0.408,0.326,0.241,0.27,73,0.418,44.7,90.6,88.6,0.48,0.597
2025-04-28,D451,0.424,0.281,0.266,0.293,84,0.449,41.8,87.0,91.7,0.475,0.6
2025-05-05,D451,0.407,0.185,0.242,0.211,89,0.393,43.4,94.5,98.5,0.488,0.61
2025-05-12,D451,0.362,0.334,0.237,0.327,69,0.461,43.8,89.8,92.6,0.469,0.528
2025-05-19,D451,0.367,0.321,0.255,0.284,71,0.446,35.0,83.8,96.0,0.436,0.574
2025-05-26,D451,0.376,0.296,0.139,0.279,79,0.314,45.5,78.7,91.4,0.471,0.501
2025-06-02,D451,0.386,0.3,0.233,0.365,87,0.444,38.2,89.1,97.5,0.459,0.6
2025-06-09,D451,0.45,0.363,0.185,0.33,82,0.406,40.0,85.7,95.9,0.425,0.514
2025-06-16,D451,0.491,0.327,0.184,0.208,74,0.442,41.0,87.0,102.7,0.445,0.601
2025-06-23,D451,0.441,0.259,0.272,0.368,77,0.47,47.7,82.5,86.0,0.463,0.494
2025-06-30,D451,0.418,0.297,0.26,0.245,83,0.424,44.0,84.8,100.3,0.399,0.548
2025-07-07,D451,0.365,0.335,0.246,0.28,78,0.354,40.4,85.8,92.2,0.48,0.621
2025-07-14,D451,0.313,0.223,0.262,0.284,79,0.378,38.2,86.6,95.5,0.445,0.576
2025-07-21,D451,0.44,0.299,0.171,0.347,82,0.407,39.3,89.2,88.1,0.459,0.432
2025-07-28,D451,0.409,0.308,0.183,0.206,61,0.5,37.7,79.9,101.7,0.482,0.568
2025-08-04,D451,0.382,0.233,0.259,0.277,78,0.409,41.6,85.5,93.6,0.481,0.602
2025-08-11,D451,0.376,0.316,0.228,0.249,80,0.396,39.3,80.2,94.1,0.415,0.55
2025-08-18,D451,0.421,0.299,0.134,0.31,84,0.39,34.7,88.0,97.0,0.453,0.468
2025-08-25,D451,0.401,0.45,0.201,0.343,68,0.382,44.1,85.7,91.9,0.473,0.555
2025-09-01,D451,0.422,0.264,0.19,0.295,77,0.452,43.7,82.1,91.2,0.49,0.44
2025-03-10,D452,0.745,0.708,0.563,0.664,257,0.85,25.6,69.5,59.8,0.681,0.961
2025-03-17,D452,0.703,0.842,0.56,0.78,227,0.787,29.3,60.7,63.8,0.702,0.9
2025-03-24,D452,0.753,0.84,0.598,0.611,235,0.795,24.9,60.9,61.1,0.698,0.919
2025-03-31,D452,0.696,0.767,0.526,0.644,213,0.797,27.7,62.5,70.6,0.744,0.907
2025-04-07,D452,0.761,0.805,0.535,0.729,203,0.829,25.2,57.6,64.5,0.69,0.927
2025-04-14,D452,0.746,0.755,0.577,0.716,187,0.803,29.8,59.9,64.9,0.752,0.913
2025-04-21,D452,0.695,0.696,0.542,0.674,189,0.785,25.7,67.5,63.9,0.708,0.961
2025-04-28,D452,0.751,0.645,0.467,0.64,198,0.764,19.8,65.8,66.2,0.663,0.93
2025-05-05,D452,0.73,0.698,0.565,0.671,200,0.747,26.5,55.9,57.1,0.693,0.812
2025-05-12,D452,0.743,0.768,0.584,0.747,209,0.777,24.4,65.6,61.7,0.672,0.927
2025-05-19,D452,0.736,0.797,0.518,0.802,188,0.775,28.4,63.3,59.7,0.736,0.951
2025-05-26,D452,0.759,0.787,0.515,0.701,255,0.682,29.9,56.2,65.7,0.67,0.944
2025-06-02,D452,0.818,0.794,0.54,0.654,214,0.839,27.2,68.2,70.0,0.711,0.906
2025-06-09,D452,0.758,0.734,0.513,0.705,231,0.815,27.6,66.3,70.0,0.729,0.991
2025-06-16,D452,0.748,0.729,0.621,0.751,218,0.821,24.8,66.1,58.5,0.643,0.881
2025-06-23,D452,0.778,0.717,0.589,0.764,186,0.686,28.9,58.6,64.0,0.669,0.978
2025-06-30,D452,0.748,0.652,0.554,0.7,207,0.698,28.4,66.2,70.0,0.717,0.857
2025-07-07,D452,0.749,0.801,0.585,0.785,251,0.761,28.4,64.4,64.1,0.719,0.855
2025-07-14,D452,0.808,0.673,0.478,0.68,168,0.793,28.6,62.4,53.1,0.686,1.0
2025-07-21,D452,0.782,0.77,0.558,0.76,246,0.89,23.9,63.1,67.7,0.67,0.874
2025-07-28,D452,0.761,0.78,0.561,0.725,215,0.809,26.2,57.7,72.6,0.703,0.928
2025-08-04,D452,0.73,0.768,0.621,0.604,178,0.846,27.3,69.4,57.3,0.677,0.92
2025-08-11,D452,0.832,0.804,0.5,0.68,239,0.817,22.2,61.3,63.8,0.718,0.981
2025-08-18,D452,0.762,0.678,0.472,0.689,192,0.727,33.0,67.2,65.9,0.684,0.952
2025-08-25,D452,0.751,0.755,0.511,0.656,218,0.763,30.1,63.5,62.4,0.682,1.0
2025-09-01,D452,0.743,0.701,0.515,0.689,176,0.861,24.9,58.8,71.2,0.728,0.891
2025-03-10,D453,0.829,0.776,0.627,0.698,179,0.709,29.1,64.6,73.6,0.675,0.944
